Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1-cullib-rectotla,"Library Services - Total capital receipts, of which from other local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-rectototh,"Library Services - Total capital receipts, excluding from other local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-rectng,Total Culture & Related Services - Disposal of tangible fixed assets,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-recint,Total Culture & Related Services - Disposal of intangible fixed assets,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-recrpy,"Total Culture & Related Services - Repayments of grants, loans & other financial assistance",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-recinv,Total Culture & Related Services - Disposal of investments (including share or loan capital),EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-rectot,Total Culture & Related Services - Total capital receipts,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-rectotla,"Total Culture & Related Services - Total capital receipts, of which from other local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-rectototh,"Total Culture & Related Services - Total capital receipts, excluding from other local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-envcmt-rectng,"Cemeteries, Cremation & Mortuary - Disposal of tangible fixed assets",EandR1,envcmt,27,Environment
EandR1-envcmt-recint,"Cemeteries, Cremation & Mortuary - Disposal of intangible fixed assets",EandR1,envcmt,27,Environment
EandR1-envcmt-recrpy,"Cemeteries, Cremation & Mortuary - Repayments of grants, loans & other financial assistance",EandR1,envcmt,27,Environment
EandR1-envcmt-recinv,"Cemeteries, Cremation & Mortuary - Disposal of investments (including share or loan capital)",EandR1,envcmt,27,Environment
EandR1-envcmt-rectot,"Cemeteries, Cremation & Mortuary - Total capital receipts",EandR1,envcmt,27,Environment
EandR1-envcmt-rectotla,"Cemeteries, Cremation & Mortuary - Total capital receipts, of which from other local authorities",EandR1,envcmt,27,Environment
EandR1-envcmt-rectototh,"Cemeteries, Cremation & Mortuary - Total capital receipts, excluding from other local authorities",EandR1,envcmt,27,Environment
EandR1-envcst-rectng,Coast Protection - Disposal of tangible fixed assets,EandR1,envcst,27,Environment
EandR1-envcst-recint,Coast Protection - Disposal of intangible fixed assets,EandR1,envcst,27,Environment
EandR1-envcst-recrpy,"Coast Protection - Repayments of grants, loans & other financial assistance",EandR1,envcst,27,Environment
EandR1-envcst-recinv,Coast Protection - Disposal of investments (including share or loan capital),EandR1,envcst,27,Environment
EandR1-envcst-rectot,Coast Protection - Total capital receipts,EandR1,envcst,27,Environment
EandR1-envcst-rectotla,"Coast Protection - Total capital receipts, of which from other local authorities",EandR1,envcst,27,Environment
EandR1-envcst-rectototh,"Coast Protection - Total capital receipts, excluding from other local authorities",EandR1,envcst,27,Environment
EandR1-envcmm-rectng,Community Safety - Disposal of tangible fixed assets,EandR1,envcmm,27,Environment
EandR1-envcmm-recint,Community Safety - Disposal of intangible fixed assets,EandR1,envcmm,27,Environment
EandR1-envcmm-recrpy,"Community Safety - Repayments of grants, loans & other financial assistance",EandR1,envcmm,27,Environment
EandR1-envcmm-recinv,Community Safety - Disposal of investments (including share or loan capital),EandR1,envcmm,27,Environment
EandR1-envcmm-rectot,Community Safety - Total capital receipts,EandR1,envcmm,27,Environment
EandR1-envcmm-rectotla,"Community Safety - Total capital receipts, of which from other local authorities",EandR1,envcmm,27,Environment
EandR1-envcmm-rectototh,"Community Safety - Total capital receipts, excluding from other local authorities",EandR1,envcmm,27,Environment
EandR1-envflddrn-rectng,Flood Defence & Land Drainage - Disposal of tangible fixed assets,EandR1,envflddrn,27,Environment
EandR1-envflddrn-recint,Flood Defence & Land Drainage - Disposal of intangible fixed assets,EandR1,envflddrn,27,Environment
EandR1-envflddrn-recrpy,"Flood Defence & Land Drainage - Repayments of grants, loans & other financial assistance",EandR1,envflddrn,27,Environment
EandR1-envflddrn-recinv,Flood Defence & Land Drainage - Disposal of investments (including share or loan capital),EandR1,envflddrn,27,Environment
EandR1-envflddrn-rectot,Flood Defence & Land Drainage - Total capital receipts,EandR1,envflddrn,27,Environment
EandR1-envflddrn-rectotla,"Flood Defence & Land Drainage - Total capital receipts, of which from other local authorities",EandR1,envflddrn,27,Environment
EandR1-envflddrn-rectototh,"Flood Defence & Land Drainage - Total capital receipts, excluding from other local authorities",EandR1,envflddrn,27,Environment
EandR1-envagr-rectng,Agricultural & Fisheries Services - Disposal of tangible fixed assets,EandR1,envagr,27,Environment
EandR1-envagr-recint,Agricultural & Fisheries Services - Disposal of intangible fixed assets,EandR1,envagr,27,Environment
EandR1-envagr-recrpy,"Agricultural & Fisheries Services - Repayments of grants, loans & other financial assistance",EandR1,envagr,27,Environment
EandR1-envagr-recinv,Agricultural & Fisheries Services - Disposal of investments (including share or loan capital),EandR1,envagr,27,Environment
EandR1-envagr-rectot,Agricultural & Fisheries Services - Total capital receipts,EandR1,envagr,27,Environment
EandR1-envagr-rectotla,"Agricultural & Fisheries Services - Total capital receipts, of which from other local authorities",EandR1,envagr,27,Environment
EandR1-envagr-rectototh,"Agricultural & Fisheries Services - Total capital receipts, excluding from other local authorities",EandR1,envagr,27,Environment
EandR1-envrglenv-rectng,Regulatory Services (Environmental Health) - Disposal of tangible fixed assets,EandR1,envrglenv,27,Environment
EandR1-envrglenv-recint,Regulatory Services (Environmental Health) - Disposal of intangible fixed assets,EandR1,envrglenv,27,Environment
EandR1-envrglenv-recrpy,"Regulatory Services (Environmental Health) - Repayments of grants, loans & other financial assistance",EandR1,envrglenv,27,Environment
EandR1-envrglenv-recinv,Regulatory Services (Environmental Health) - Disposal of investments (including share or loan capital),EandR1,envrglenv,27,Environment
EandR1-envrglenv-rectot,Regulatory Services (Environmental Health) - Total capital receipts,EandR1,envrglenv,27,Environment
EandR1-envrglenv-rectotla,"Regulatory Services (Environmental Health) - Total capital receipts, of which from other local authorities",EandR1,envrglenv,27,Environment
EandR1-envrglenv-rectototh,"Regulatory Services (Environmental Health) - Total capital receipts, excluding from other local authorities",EandR1,envrglenv,27,Environment
EandR1-envrgltrd-rectng,Regulatory Services (Trading Standards) - Disposal of tangible fixed assets,EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-recint,Regulatory Services (Trading Standards) - Disposal of intangible fixed assets,EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-recrpy,"Regulatory Services (Trading Standards) - Repayments of grants, loans & other financial assistance",EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-recinv,Regulatory Services (Trading Standards) - Disposal of investments (including share or loan capital),EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-rectot,Regulatory Services (Trading Standards) - Total capital receipts,EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-rectotla,"Regulatory Services (Trading Standards) - Total capital receipts, of which from other local authorities",EandR1,envrgltrd,27,Environment
EandR1-envrgltrd-rectototh,"Regulatory Services (Trading Standards) - Total capital receipts, excluding from other local authorities",EandR1,envrgltrd,27,Environment
EandR1-envstr-rectng,Street Cleaning (not chargeable to highways) - Disposal of tangible fixed assets,EandR1,envstr,27,Environment
EandR1-envstr-recint,Street Cleaning (not chargeable to highways) - Disposal of intangible fixed assets,EandR1,envstr,27,Environment
EandR1-envstr-recrpy,"Street Cleaning (not chargeable to highways) - Repayments of grants, loans & other financial assistance",EandR1,envstr,27,Environment
EandR1-envstr-recinv,Street Cleaning (not chargeable to highways) - Disposal of investments (including share or loan capital),EandR1,envstr,27,Environment
EandR1-envstr-rectot,Street Cleaning (not chargeable to highways) - Total capital receipts,EandR1,envstr,27,Environment
EandR1-envstr-rectotla,"Street Cleaning (not chargeable to highways) - Total capital receipts, of which from other local authorities",EandR1,envstr,27,Environment
EandR1-envstr-rectototh,"Street Cleaning (not chargeable to highways) - Total capital receipts, excluding from other local authorities",EandR1,envstr,27,Environment
EandR1-envcll-rectng,Waste Collection - Disposal of tangible fixed assets,EandR1,envcll,27,Environment
EandR1-envcll-recint,Waste Collection - Disposal of intangible fixed assets,EandR1,envcll,27,Environment
EandR1-envcll-recrpy,"Waste Collection - Repayments of grants, loans & other financial assistance",EandR1,envcll,27,Environment
EandR1-envcll-recinv,Waste Collection - Disposal of investments (including share or loan capital),EandR1,envcll,27,Environment
EandR1-envcll-rectot,Waste Collection - Total capital receipts,EandR1,envcll,27,Environment
EandR1-envcll-rectotla,"Waste Collection - Total capital receipts, of which from other local authorities",EandR1,envcll,27,Environment
EandR1-envcll-rectototh,"Waste Collection - Total capital receipts, excluding from other local authorities",EandR1,envcll,27,Environment
EandR1-envdsp-rectng,Waste Disposal - Disposal of tangible fixed assets,EandR1,envdsp,27,Environment
EandR1-envdsp-recint,Waste Disposal - Disposal of intangible fixed assets,EandR1,envdsp,27,Environment
EandR1-envdsp-recrpy,"Waste Disposal - Repayments of grants, loans & other financial assistance",EandR1,envdsp,27,Environment
EandR1-envdsp-recinv,Waste Disposal - Disposal of investments (including share or loan capital),EandR1,envdsp,27,Environment
EandR1-envdsp-rectot,Waste Disposal - Total capital receipts,EandR1,envdsp,27,Environment
EandR1-envdsp-rectotla,"Waste Disposal - Total capital receipts, of which from other local authorities",EandR1,envdsp,27,Environment
EandR1-envdsp-rectototh,"Waste Disposal - Total capital receipts, excluding from other local authorities",EandR1,envdsp,27,Environment
EandR1-envtrd-rectng,Trade Waste - Disposal of tangible fixed assets,EandR1,envtrd,27,Environment
EandR1-envtrd-recint,Trade Waste - Disposal of intangible fixed assets,EandR1,envtrd,27,Environment
EandR1-envtrd-recrpy,"Trade Waste - Repayments of grants, loans & other financial assistance",EandR1,envtrd,27,Environment
EandR1-envtrd-recinv,Trade Waste - Disposal of investments (including share or loan capital),EandR1,envtrd,27,Environment
EandR1-envtrd-rectot,Trade Waste - Total capital receipts,EandR1,envtrd,27,Environment
EandR1-envtrd-rectotla,"Trade Waste - Total capital receipts, of which from other local authorities",EandR1,envtrd,27,Environment
EandR1-envtrd-rectototh,"Trade Waste - Total capital receipts, excluding from other local authorities",EandR1,envtrd,27,Environment
EandR1-envrcy-rectng,Recycling - Disposal of tangible fixed assets,EandR1,envrcy,27,Environment
EandR1-envrcy-recint,Recycling - Disposal of intangible fixed assets,EandR1,envrcy,27,Environment
EandR1-envrcy-recrpy,"Recycling - Repayments of grants, loans & other financial assistance",EandR1,envrcy,27,Environment
EandR1-envrcy-recinv,Recycling - Disposal of investments (including share or loan capital),EandR1,envrcy,27,Environment
EandR1-envrcy-rectot,Recycling - Total capital receipts,EandR1,envrcy,27,Environment
EandR1-envrcy-rectotla,"Recycling - Total capital receipts, of which from other local authorities",EandR1,envrcy,27,Environment
EandR1-envrcy-rectototh,"Recycling - Total capital receipts, excluding from other local authorities",EandR1,envrcy,27,Environment
EandR1-envmin-rectng,Waste Minimisation - Disposal of tangible fixed assets,EandR1,envmin,27,Environment
EandR1-envmin-recint,Waste Minimisation - Disposal of intangible fixed assets,EandR1,envmin,27,Environment
EandR1-envmin-recrpy,"Waste Minimisation - Repayments of grants, loans & other financial assistance",EandR1,envmin,27,Environment
EandR1-envmin-recinv,Waste Minimisation - Disposal of investments (including share or loan capital),EandR1,envmin,27,Environment
EandR1-envmin-rectot,Waste Minimisation - Total capital receipts,EandR1,envmin,27,Environment
EandR1-envmin-rectotla,"Waste Minimisation - Total capital receipts, of which from other local authorities",EandR1,envmin,27,Environment
EandR1-envmin-rectototh,"Waste Minimisation - Total capital receipts, excluding from other local authorities",EandR1,envmin,27,Environment
EandR1-envclm-rectng,Climate Change Costs - Disposal of tangible fixed assets,EandR1,envclm,27,Environment
EandR1-envclm-recint,Climate Change Costs - Disposal of intangible fixed assets,EandR1,envclm,27,Environment
EandR1-envclm-recrpy,"Climate Change Costs - Repayments of grants, loans & other financial assistance",EandR1,envclm,27,Environment
EandR1-envclm-recinv,Climate Change Costs - Disposal of investments (including share or loan capital),EandR1,envclm,27,Environment
EandR1-envclm-rectot,Climate Change Costs - Total capital receipts,EandR1,envclm,27,Environment
EandR1-envclm-rectotla,"Climate Change Costs - Total capital receipts, of which from other local authorities",EandR1,envclm,27,Environment
EandR1-envclm-rectototh,"Climate Change Costs - Total capital receipts, excluding from other local authorities",EandR1,envclm,27,Environment
EandR1-envtot-rectng,Total Environmental & Regulatory Services - Disposal of tangible fixed assets,EandR1,envtot,41,Environment
EandR1-envtot-recint,Total Environmental & Regulatory Services - Disposal of intangible fixed assets,EandR1,envtot,41,Environment
