Data item name,Description,Form name,Theme,Theme_count,Theme_group
RO4_hraexpintpay_net_tot_cst,HRA expenditure - Direct charges to the HRA - Interest payable and similar charges including amortisation of premiums and discounts,RO4,hraexpintpay,1,Housing Revenue Account
RO4_hraexpdebtrepay_net_tot_cst,HRA expenditure - Charges to the HRA for debt repayment or non-interest charges in respect of credit arrangements (including on balance sheet PFI schemes),RO4,hraexpdebtrepay,1,Housing Revenue Account
RO4_hraexpcera_net_tot_cst,HRA expenditure - HRA - Capital expenditure charged to the GF Revenue Account (CERA),RO4,hraexpcera,1,Housing Revenue Account
RO4_hraexpdebtman_net_tot_cst,HRA expenditure - Debt management costs,RO4,hraexpdebtman,1,Housing Revenue Account
RO4_hraexptrnsgf_net_tot_cst,HRA expenditure - Transfers to GF only,RO4,hraexptrnsgf,1,Housing Revenue Account
RO4_hraexptrnsmrr_net_tot_cst,HRA expenditure - Transfers to MRR and other transfers permitted or required by legislation,RO4,hraexptrnsmrr,1,Housing Revenue Account
RO4_hraexpprovbad_net_tot_cst,HRA expenditure - HRA - Provision for bad debts (+/-),RO4,hraexpprovbad,1,Housing Revenue Account
RO4_hraexptot_net_tot_cst,HRA expenditure - TOTAL HOUSING REVENUE ACCOUNT (HRA) EXPENDITURE (total of lines 121 to 133),RO4,hraexptot,2,Housing Revenue Account
RO4_hradiff_net_tot_cst,SURPLUS OR DEFICIT FOR THE YEAR ON HRA SERVICES (line 115 minus 135),RO4,hradiff,2,Housing Revenue Account
RO4_reshra_start_cy,Housing Revenue Account (HRA) Reserves - start,RO4,reshra,4,Reserves
RO4_reshra_end_cy,Housing Revenue Account (HRA) Reserves - end,RO4,reshra,4,Reserves
RO4_housgsvmem_run_exp,Housing services - memorandum item 'of which agency staff costs',RO4,housgsvmem,1,Housing
RO5_culhrtarc_empl,Employees - Archives,RO5,culhrtarc,7,Culture
RO5_culhrtarc_run_exp,Running expenses - Archives,RO5,culhrtarc,7,Culture
RO5_culhrtarc_tot_exp,Total expenditure - Archives,RO5,culhrtarc,7,Culture
RO5_culhrtarc_sfc,"Sales, Fees and Charges - Archives",RO5,culhrtarc,7,Culture
RO5_culhrtarc_oth_inc,Other income - Archives,RO5,culhrtarc,7,Culture
RO5_culhrtarc_tot_inc,Total income - Archives,RO5,culhrtarc,7,Culture
RO5_culhrtarc_net_cur_exp,NET current expenditure - Archives,RO5,culhrtarc,7,Culture
RO5_culhrt_art_dvl_spp_empl,Employees - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_run_exp,Running expenses - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_tot_exp,Total expenditure - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_sfc,"Sales, Fees and Charges - Arts development and support",RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_oth_inc,Other income - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_tot_inc,Total income - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_art_dvl_spp_net_cur_exp,NET current expenditure - Arts development and support,RO5,culhrt,28,Culture
RO5_culhrt_hrt_empl,Employees - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_hrt_run_exp,Running expenses - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_hrt_tot_exp,Total expenditure - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_hrt_sfc,"Sales, Fees and Charges - Heritage",RO5,culhrt,28,Culture
RO5_culhrt_hrt_oth_inc,Other income - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_hrt_tot_inc,Total income - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_hrt_net_cur_exp,NET current expenditure - Heritage,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_empl,Employees - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_run_exp,Running expenses - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_tot_exp,Total expenditure - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_sfc,"Sales, Fees and Charges - Museums and galleries",RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_oth_inc,Other income - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_tot_inc,Total income - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_msm_gll_net_cur_exp,NET current expenditure - Museums and galleries,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_empl,Employees - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_run_exp,Running expenses - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_tot_exp,Total expenditure - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_sfc,"Sales, Fees and Charges - Theatres and public entertainment",RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_oth_inc,Other income - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_tot_inc,Total income - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culhrt_tht_pbl_ent_net_cur_exp,NET current expenditure - Theatres and public entertainment,RO5,culhrt,28,Culture
RO5_culspr_cmm_cen_pub_hll_empl,Employees - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_run_exp,Running expenses - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_tot_exp,Total expenditure - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_sfc,"Sales, Fees and Charges - Community centres and public halls",RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_oth_inc,Other income - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_tot_inc,Total income - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_cmm_cen_pub_hll_net_cur_exp,NET current expenditure - Community centres and public halls,RO5,culspr,28,Culture
RO5_culspr_frs_empl,Employees - Foreshore,RO5,culspr,28,Culture
RO5_culspr_frs_run_exp,Running expenses - Foreshore,RO5,culspr,28,Culture
RO5_culspr_frs_tot_exp,Total expenditure - Foreshore,RO5,culspr,28,Culture
RO5_culspr_frs_sfc,"Sales, Fees and Charges - Foreshore",RO5,culspr,28,Culture
RO5_culspr_frs_oth_inc,Other income - Foreshore,RO5,culspr,28,Culture
RO5_culspr_frs_tot_inc,Total income - Foreshore,RO5,culspr,28,Culture
RO5_culspr_frs_net_cur_exp,NET current expenditure - Foreshore,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_empl,Employees - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_run_exp,Running expenses - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_tot_exp,Total expenditure - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_sfc,"Sales, Fees and Charges - Sports development and community recreation",RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_oth_inc,Other income - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_tot_inc,Total income - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_dvl_cmm_rec_net_cur_exp,NET current expenditure - Sports development and community recreation,RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_empl,Employees - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_run_exp,Running expenses - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_tot_exp,Total expenditure - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_sfc,"Sales, Fees and Charges - Sports and leisure facilities (including golf courses)",RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_oth_inc,Other income - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_tot_inc,Total income - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culspr_spr_lsr_fcl_net_cur_exp,NET current expenditure - Sports and leisure facilities (including golf courses),RO5,culspr,28,Culture
RO5_culprk_opn_empl,Employees - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culprk_opn_run_exp,Running expenses - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culprk_opn_tot_exp,Total expenditure - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culprk_opn_sfc,"Sales, Fees and Charges - Parks and Open Spaces (including play areas)",RO5,culprk,7,Culture
RO5_culprk_opn_oth_inc,Other income - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culprk_opn_tot_inc,Total income - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culprk_opn_net_cur_exp,NET current expenditure - Parks and Open Spaces (including play areas),RO5,culprk,7,Culture
RO5_culall_empl,Employees - Allotments,RO5,culall,7,Culture
RO5_culall_run_exp,Running expenses - Allotments,RO5,culall,7,Culture
RO5_culall_tot_exp,Total expenditure - Allotments,RO5,culall,7,Culture
RO5_culall_sfc,"Sales, Fees and Charges - Allotments",RO5,culall,7,Culture
RO5_culall_oth_inc,Other income - Allotments,RO5,culall,7,Culture
RO5_culall_tot_inc,Total income - Allotments,RO5,culall,7,Culture
RO5_culall_net_cur_exp,NET current expenditure - Allotments,RO5,culall,7,Culture
RO5_cultrs_empl,Employees - Tourism,RO5,cultrs,7,Culture
RO5_cultrs_run_exp,Running expenses - Tourism,RO5,cultrs,7,Culture
RO5_cultrs_tot_exp,Total expenditure - Tourism,RO5,cultrs,7,Culture
RO5_cultrs_sfc,"Sales, Fees and Charges - Tourism",RO5,cultrs,7,Culture
RO5_cultrs_oth_inc,Other income - Tourism,RO5,cultrs,7,Culture
RO5_cultrs_tot_inc,Total income - Tourism,RO5,cultrs,7,Culture
RO5_cultrs_net_cur_exp,NET current expenditure - Tourism,RO5,cultrs,7,Culture
RO5_cullib_empl,Employees - Library service,RO5,cullib,7,Culture
RO5_cullib_run_exp,Running expenses - Library service,RO5,cullib,7,Culture
RO5_cullib_tot_exp,Total expenditure - Library service,RO5,cullib,7,Culture
RO5_cullib_sfc,"Sales, Fees and Charges - Library service",RO5,cullib,7,Culture
RO5_cullib_oth_inc,Other income - Library service,RO5,cullib,7,Culture
RO5_cullib_tot_inc,Total income - Library service,RO5,cullib,7,Culture
RO5_cullib_net_cur_exp,NET current expenditure - Library service,RO5,cullib,7,Culture
RO5_cultot_empl,Employees - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_cultot_run_exp,Running expenses - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_cultot_tot_exp,Total expenditure - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_cultot_sfc,"Sales, Fees and Charges - TOTAL CULTURAL AND RELATED SERVICES",RO5,cultot,7,Culture
RO5_cultot_oth_inc,Other income - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_cultot_tot_inc,Total income - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_cultot_net_cur_exp,NET current expenditure - TOTAL CULTURAL AND RELATED SERVICES,RO5,cultot,7,Culture
RO5_envcmt_empl,"Employees - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_run_exp,"Running expenses - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_tot_exp,"Total expenditure - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_sfc,"Sales, Fees and Charges - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_oth_inc,"Other income - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_tot_inc,"Total income - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envcmt_net_cur_exp,"NET current expenditure - Cemetery, cremation and mortuary services",RO5,envcmt,7,Environment
RO5_envrgltrd_empl,Employees - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrgltrd_run_exp,Running expenses - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrgltrd_tot_exp,Total expenditure - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrgltrd_sfc,"Sales, Fees and Charges - Trading standards",RO5,envrgltrd,7,Environment
RO5_envrgltrd_oth_inc,Other income - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrgltrd_tot_inc,Total income - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrgltrd_net_cur_exp,NET current expenditure - Trading standards,RO5,envrgltrd,7,Environment
RO5_envrglenvwtr_empl,Employees - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_run_exp,Running expenses - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_tot_exp,Total expenditure - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_sfc,"Sales, Fees and Charges - Water safety",RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_oth_inc,Other income - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_tot_inc,Total income - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvwtr_net_cur_exp,NET current expenditure - Water safety,RO5,envrglenvwtr,7,Environment
RO5_envrglenvfd_empl,Employees - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_run_exp,Running expenses - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_tot_exp,Total expenditure - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_sfc,"Sales, Fees and Charges - Food safety",RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_oth_inc,Other income - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_tot_inc,Total income - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvfd_net_cur_exp,NET current expenditure - Food safety,RO5,envrglenvfd,7,Environment
RO5_envrglenvenv_empl,Employees - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_run_exp,Running expenses - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_tot_exp,Total expenditure - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_sfc,"Sales, Fees and Charges - Environmental protection; noise and nuisance",RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_oth_inc,Other income - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_tot_inc,Total income - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvenv_net_cur_exp,NET current expenditure - Environmental protection; noise and nuisance,RO5,envrglenvenv,7,Environment
RO5_envrglenvhsn_empl,Employees - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_run_exp,Running expenses - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_tot_exp,Total expenditure - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_sfc,"Sales, Fees and Charges - Housing standards",RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_oth_inc,Other income - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_tot_inc,Total income - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhsn_net_cur_exp,NET current expenditure - Housing standards,RO5,envrglenvhsn,7,Environment
RO5_envrglenvhs_empl,Employees - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_run_exp,Running expenses - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_tot_exp,Total expenditure - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_sfc,"Sales, Fees and Charges - Health and safety",RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_oth_inc,Other income - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_tot_inc,Total income - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvhs_net_cur_exp,NET current expenditure - Health and safety,RO5,envrglenvhs,7,Environment
RO5_envrglenvprtxlvs_empl,Employees - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_run_exp,Running expenses - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_tot_exp,Total expenditure - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_sfc,"Sales, Fees and Charges - Port health (excluding levies)",RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_oth_inc,Other income - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_tot_inc,Total income - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtxlvs_net_cur_exp,NET current expenditure - Port health (excluding levies),RO5,envrglenvprtxlvs,7,Environment
RO5_envrglenvprtlvs_empl,Employees - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_run_exp,Running expenses - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_tot_exp,Total expenditure - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_sfc,"Sales, Fees and Charges - Port health levies",RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_oth_inc,Other income - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_tot_inc,Total income - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvprtlvs_net_cur_exp,NET current expenditure - Port health levies,RO5,envrglenvprtlvs,7,Environment
RO5_envrglenvpst_empl,Employees - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_run_exp,Running expenses - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_tot_exp,Total expenditure - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_sfc,"Sales, Fees and Charges - Pest control",RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_oth_inc,Other income - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_tot_inc,Total income - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvpst_net_cur_exp,NET current expenditure - Pest control,RO5,envrglenvpst,7,Environment
RO5_envrglenvtlt_empl,Employees - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_run_exp,Running expenses - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_tot_exp,Total expenditure - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_sfc,"Sales, Fees and Charges - Public conveniences",RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_oth_inc,Other income - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_tot_inc,Total income - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvtlt_net_cur_exp,NET current expenditure - Public conveniences,RO5,envrglenvtlt,7,Environment
RO5_envrglenvanm_empl,Employees - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_run_exp,Running expenses - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_tot_exp,Total expenditure - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_sfc,"Sales, Fees and Charges - Animal and public health; infectious disease control",RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_oth_inc,Other income - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_tot_inc,Total income - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvanm_net_cur_exp,NET current expenditure - Animal and public health; infectious disease control,RO5,envrglenvanm,7,Environment
RO5_envrglenvlcn_empl,Employees - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_run_exp,Running expenses - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_tot_exp,Total expenditure - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_sfc,"Sales, Fees and Charges - Licensing - Alcohol and entertainment licensing; taxi licensing",RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_oth_inc,Other income - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_tot_inc,Total income - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envrglenvlcn_net_cur_exp,NET current expenditure - Licensing - Alcohol and entertainment licensing; taxi licensing,RO5,envrglenvlcn,7,Environment
RO5_envcmmcrm_empl,Employees - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_run_exp,Running expenses - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_tot_exp,Total expenditure - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_sfc,"Sales, Fees and Charges - Crime Reduction",RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_oth_inc,Other income - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_tot_inc,Total income - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmcrm_net_cur_exp,NET current expenditure - Crime Reduction,RO5,envcmmcrm,7,Environment
RO5_envcmmsft_empl,Employees - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmsft_run_exp,Running expenses - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmsft_tot_exp,Total expenditure - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmsft_sfc,"Sales, Fees and Charges - Safety Services",RO5,envcmmsft,7,Environment
RO5_envcmmsft_oth_inc,Other income - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmsft_tot_inc,Total income - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmsft_net_cur_exp,NET current expenditure - Safety Services,RO5,envcmmsft,7,Environment
RO5_envcmmcct_empl,Employees - CCTV,RO5,envcmmcct,7,Environment
RO5_envcmmcct_run_exp,Running expenses - CCTV,RO5,envcmmcct,7,Environment
RO5_envcmmcct_tot_exp,Total expenditure - CCTV,RO5,envcmmcct,7,Environment
RO5_envcmmcct_sfc,"Sales, Fees and Charges - CCTV",RO5,envcmmcct,7,Environment
RO5_envcmmcct_oth_inc,Other income - CCTV,RO5,envcmmcct,7,Environment
RO5_envcmmcct_tot_inc,Total income - CCTV,RO5,envcmmcct,7,Environment
RO5_envcmmcct_net_cur_exp,NET current expenditure - CCTV,RO5,envcmmcct,7,Environment
RO5_envfldfld_empl,Employees - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envfldfld_run_exp,Running expenses - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envfldfld_tot_exp,Total expenditure - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envfldfld_sfc,"Sales, Fees and Charges - Defences against flooding",RO5,envfldfld,7,Environment
RO5_envfldfld_oth_inc,Other income - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envfldfld_tot_inc,Total income - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envfldfld_net_cur_exp,NET current expenditure - Defences against flooding,RO5,envfldfld,7,Environment
RO5_envflddrn_empl,Employees - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrn_run_exp,Running expenses - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrn_tot_exp,Total expenditure - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrn_sfc,"Sales, Fees and Charges - Land drainage and related work (excluding levy / Special levies)",RO5,envflddrn,7,Environment
RO5_envflddrn_oth_inc,Other income - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrn_tot_inc,Total income - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrn_net_cur_exp,NET current expenditure - Land drainage and related work (excluding levy / Special levies),RO5,envflddrn,7,Environment
RO5_envflddrnlev_empl,Employees - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_run_exp,Running expenses - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_tot_exp,Total expenditure - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_sfc,"Sales, Fees and Charges - Land drainage and related work - Levy / Special levies",RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_oth_inc,Other income - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_tot_inc,Total income - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envflddrnlev_net_cur_exp,NET current expenditure - Land drainage and related work - Levy / Special levies,RO5,envflddrnlev,7,Environment
RO5_envcst_empl,Employees - Coast protection,RO5,envcst,7,Environment
RO5_envcst_run_exp,Running expenses - Coast protection,RO5,envcst,7,Environment
RO5_envcst_tot_exp,Total expenditure - Coast protection,RO5,envcst,7,Environment
RO5_envcst_sfc,"Sales, Fees and Charges - Coast protection",RO5,envcst,7,Environment
RO5_envcst_oth_inc,Other income - Coast protection,RO5,envcst,7,Environment
RO5_envcst_tot_inc,Total income - Coast protection,RO5,envcst,7,Environment
RO5_envcst_net_cur_exp,NET current expenditure - Coast protection,RO5,envcst,7,Environment
RO5_envagr_empl,Employees - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envagr_run_exp,Running expenses - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envagr_tot_exp,Total expenditure - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envagr_sfc,"Sales, Fees and Charges - Agricultural and fisheries services",RO5,envagr,7,Environment
RO5_envagr_oth_inc,Other income - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envagr_tot_inc,Total income - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envagr_net_cur_exp,NET current expenditure - Agricultural and fisheries services,RO5,envagr,7,Environment
RO5_envstr_empl,Employees - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envstr_run_exp,Running expenses - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envstr_tot_exp,Total expenditure - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envstr_sfc,"Sales, Fees and Charges - Street cleansing (not chargeable to Highways)",RO5,envstr,7,Environment
RO5_envstr_oth_inc,Other income - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envstr_tot_inc,Total income - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envstr_net_cur_exp,NET current expenditure - Street cleansing (not chargeable to Highways),RO5,envstr,7,Environment
RO5_envcll_empl,Employees - Waste collection,RO5,envcll,7,Environment
RO5_envcll_run_exp,Running expenses - Waste collection,RO5,envcll,7,Environment
RO5_envcll_tot_exp,Total expenditure - Waste collection,RO5,envcll,7,Environment
RO5_envcll_sfc,"Sales, Fees and Charges - Waste collection",RO5,envcll,7,Environment
RO5_envcll_oth_inc,Other income - Waste collection,RO5,envcll,7,Environment
RO5_envcll_tot_inc,Total income - Waste collection,RO5,envcll,7,Environment
RO5_envcll_net_cur_exp,NET current expenditure - Waste collection,RO5,envcll,7,Environment
RO5_envdsp_empl,Employees - Waste disposal,RO5,envdsp,7,Environment
