Data item name,Description,Form name,Theme,Theme_count,Theme_group
RO3_ascassold_tot_inc,Total income - of which aged 65+,RO3,ascassold,7,Adult Social Care
RO3_ascassold_net_cur_exp,NET current expenditure - of which aged 65+,RO3,ascassold,7,Adult Social Care
RO3_ascmntadl_empl,Employees - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_run_exp,Running expenses - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_tot_exp,Total expenditure - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_sfc,"Sales, Fees and Charges - Mental health support - adults (18-64)",RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_oth_inc,Other income - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_tot_inc,Total income - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntadl_net_cur_exp,NET current expenditure - Mental health support - adults (18-64),RO3,ascmntadl,7,Adult Social Care
RO3_ascmntold_empl,Employees - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_run_exp,Running expenses - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_tot_exp,Total expenditure - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_sfc,"Sales, Fees and Charges - Mental health support - older people (65+)",RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_oth_inc,Other income - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_tot_inc,Total income - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_ascmntold_net_cur_exp,NET current expenditure - Mental health support - older people (65+),RO3,ascmntold,7,Adult Social Care
RO3_asccrasssfgadl_empl,Employees - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_run_exp,Running expenses - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_tot_exp,Total expenditure - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_sfc,"Sales, Fees and Charges - of which aged 18-64",RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_oth_inc,Other income - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_tot_inc,Total income - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgadl_net_cur_exp,NET current expenditure - of which aged 18-64,RO3,asccrasssfgadl,7,Adult Social Care
RO3_asccrasssfgold_empl,Employees - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_run_exp,Running expenses - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_tot_exp,Total expenditure - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_sfc,"Sales, Fees and Charges - of which aged 65+",RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_oth_inc,Other income - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_tot_inc,Total income - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_asccrasssfgold_net_cur_exp,NET current expenditure - of which aged 65+,RO3,asccrasssfgold,7,Adult Social Care
RO3_ascsclsbs_empl,Employees - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_run_exp,Running expenses - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_tot_exp,Total expenditure - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_sfc,"Sales, Fees and Charges - Social support: Substance misuse support",RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_oth_inc,Other income - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_tot_inc,Total income - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclsbs_net_cur_exp,NET current expenditure - Social support: Substance misuse support,RO3,ascsclsbs,7,Adult Social Care
RO3_ascsclasy_empl,Employees - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_run_exp,Running expenses - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_tot_exp,Total expenditure - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_sfc,"Sales, Fees and Charges - Social support: Asylum seeker support",RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_oth_inc,Other income - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_tot_inc,Total income - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclasy_net_cur_exp,NET current expenditure - Social support: Asylum seeker support,RO3,ascsclasy,7,Adult Social Care
RO3_ascsclcrr_empl,Employees - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_run_exp,Running expenses - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_tot_exp,Total expenditure - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_sfc,"Sales, Fees and Charges - Social support: Support for carer",RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_oth_inc,Other income - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_tot_inc,Total income - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclcrr_net_cur_exp,NET current expenditure - Social support: Support for carer,RO3,ascsclcrr,7,Adult Social Care
RO3_ascsclisl_empl,Employees - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_run_exp,Running expenses - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_tot_exp,Total expenditure - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_sfc,"Sales, Fees and Charges - Social support: Social Isolation",RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_oth_inc,Other income - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_tot_inc,Total income - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascsclisl_net_cur_exp,NET current expenditure - Social support: Social Isolation,RO3,ascsclisl,7,Adult Social Care
RO3_ascinfadl_empl,Employees - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_run_exp,Running expenses - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_tot_exp,Total expenditure - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_sfc,"Sales, Fees and Charges - of which aged 18-64",RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_oth_inc,Other income - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_tot_inc,Total income - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascinfadl_net_cur_exp,NET current expenditure - of which aged 18-64,RO3,ascinfadl,7,Adult Social Care
RO3_ascass_empl,Employees - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_ascass_run_exp,Running expenses - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_ascass_tot_exp,Total expenditure - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_ascass_sfc,"Sales, Fees and Charges - Assistive equipment and technology",RO3,ascass,7,Adult Social Care
RO3_ascass_oth_inc,Other income - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_ascass_tot_inc,Total income - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_ascass_net_cur_exp,NET current expenditure - Assistive equipment and technology,RO3,ascass,7,Adult Social Care
RO3_asccrasssfg_empl,Employees - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_run_exp,Running expenses - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_tot_exp,Total expenditure - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_sfc,"Sales, Fees and Charges - Care assessment and safeguarding* (previously named 'social care activities')",RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_oth_inc,Other income - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_tot_inc,Total income - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_asccrasssfg_net_cur_exp,NET current expenditure - Care assessment and safeguarding* (previously named 'social care activities'),RO3,asccrasssfg,7,Adult Social Care
RO3_ascinf_empl,Employees - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_ascinf_run_exp,Running expenses - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_ascinf_tot_exp,Total expenditure - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_ascinf_sfc,"Sales, Fees and Charges - Information and early intervention",RO3,ascinf,7,Adult Social Care
RO3_ascinf_oth_inc,Other income - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_ascinf_tot_inc,Total income - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_ascinf_net_cur_exp,NET current expenditure - Information and early intervention,RO3,ascinf,7,Adult Social Care
RO3_asccmstad_empl,"Employees - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_run_exp,"Running expenses - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_tot_exp,"Total expenditure - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_sfc,"Sales, Fees and Charges - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_oth_inc,"Other income - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_tot_inc,"Total income - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_asccmstad_net_cur_exp,"NET current expenditure - Commissioning, strategy and admin support* (previously named Commissioning and service delivery)",RO3,asccmstad,7,Adult Social Care
RO3_ascinfold_empl,Employees - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_run_exp,Running expenses - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_tot_exp,Total expenditure - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_sfc,"Sales, Fees and Charges - of which aged 65+",RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_oth_inc,Other income - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_tot_inc,Total income - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_ascinfold_net_cur_exp,NET current expenditure - of which aged 65+,RO3,ascinfold,7,Adult Social Care
RO3_asccmstadadl_empl,Employees - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_run_exp,Running expenses - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_tot_exp,Total expenditure - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_sfc,"Sales, Fees and Charges - of which for aged 18-64",RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_oth_inc,Other income - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_tot_inc,Total income - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadadl_net_cur_exp,NET current expenditure - of which for aged 18-64,RO3,asccmstadadl,7,Adult Social Care
RO3_asccmstadold_empl,Employees - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_run_exp,Running expenses - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_tot_exp,Total expenditure - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_sfc,"Sales, Fees and Charges - of which for aged 65+",RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_oth_inc,Other income - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_tot_inc,Total income - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asccmstadold_net_cur_exp,NET current expenditure - of which for aged 65+,RO3,asccmstadold,7,Adult Social Care
RO3_asctot_empl,Employees - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_asctot_run_exp,Running expenses - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_asctot_tot_exp,Total expenditure - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_asctot_sfc,"Sales, Fees and Charges - TOTAL ADULT SOCIAL CARE",RO3,asctot,7,Adult Social Care
RO3_asctot_oth_inc,Other income - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_asctot_tot_inc,Total income - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_asctot_net_cur_exp,NET current expenditure - TOTAL ADULT SOCIAL CARE,RO3,asctot,7,Adult Social Care
RO3_phsxlsti_empl,Employees - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlsti_run_exp,Running expenses - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlsti_tot_exp,Total expenditure - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlsti_sfc,"Sales, Fees and Charges - Sexual health services - STI testing and treatment (prescribed functions)",RO3,phsxlsti,7,Public Health
RO3_phsxlsti_oth_inc,Other income - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlsti_tot_inc,Total income - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlsti_net_cur_exp,NET current expenditure - Sexual health services - STI testing and treatment (prescribed functions),RO3,phsxlsti,7,Public Health
RO3_phsxlcnt_empl,Employees - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_run_exp,Running expenses - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_tot_exp,Total expenditure - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_sfc,"Sales, Fees and Charges - Sexual health services - Contraception (prescribed functions)",RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_oth_inc,Other income - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_tot_inc,Total income - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlcnt_net_cur_exp,NET current expenditure - Sexual health services - Contraception (prescribed functions),RO3,phsxlcnt,7,Public Health
RO3_phsxlprm_empl,"Employees - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_run_exp,"Running expenses - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_tot_exp,"Total expenditure - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_sfc,"Sales, Fees and Charges - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_oth_inc,"Other income - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_tot_inc,"Total income - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phsxlprm_net_cur_exp,"NET current expenditure - Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",RO3,phsxlprm,7,Public Health
RO3_phhcp_empl,Employees - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phhcp_run_exp,Running expenses - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phhcp_tot_exp,Total expenditure - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phhcp_sfc,"Sales, Fees and Charges - NHS health check programme  (prescribed functions)",RO3,phhcp,7,Public Health
RO3_phhcp_oth_inc,Other income - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phhcp_tot_inc,Total income - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phhcp_net_cur_exp,NET current expenditure - NHS health check programme  (prescribed functions),RO3,phhcp,7,Public Health
RO3_phprt_empl,Employees - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phprt_run_exp,Running expenses - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phprt_tot_exp,Total expenditure - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phprt_sfc,"Sales, Fees and Charges - Health protection - Local authority role in health protection  (prescribed functions)",RO3,phprt,7,Public Health
RO3_phprt_oth_inc,Other income - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phprt_tot_inc,Total income - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phprt_net_cur_exp,NET current expenditure - Health protection - Local authority role in health protection  (prescribed functions),RO3,phprt,7,Public Health
RO3_phcmp_empl,Employees - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phcmp_run_exp,Running expenses - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phcmp_tot_exp,Total expenditure - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phcmp_sfc,"Sales, Fees and Charges - National child measurement programme (prescribed functions)",RO3,phcmp,7,Public Health
RO3_phcmp_oth_inc,Other income - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phcmp_tot_inc,Total income - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phcmp_net_cur_exp,NET current expenditure - National child measurement programme (prescribed functions),RO3,phcmp,7,Public Health
RO3_phadv_empl,Employees - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phadv_run_exp,Running expenses - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phadv_tot_exp,Total expenditure - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phadv_sfc,"Sales, Fees and Charges - Public health advice to NHS commissioners (prescribed functions)",RO3,phadv,7,Public Health
RO3_phadv_oth_inc,Other income - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phadv_tot_inc,Total income - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phadv_net_cur_exp,NET current expenditure - Public health advice to NHS commissioners (prescribed functions),RO3,phadv,7,Public Health
RO3_phobsadl_empl,Employees - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobsadl_run_exp,Running expenses - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobsadl_tot_exp,Total expenditure - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobsadl_sfc,"Sales, Fees and Charges - Obesity - adults",RO3,phobsadl,7,Public Health
RO3_phobsadl_oth_inc,Other income - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobsadl_tot_inc,Total income - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobsadl_net_cur_exp,NET current expenditure - Obesity - adults,RO3,phobsadl,7,Public Health
RO3_phobschl_empl,Employees - Obesity - children,RO3,phobschl,7,Public Health
RO3_phobschl_run_exp,Running expenses - Obesity - children,RO3,phobschl,7,Public Health
RO3_phobschl_tot_exp,Total expenditure - Obesity - children,RO3,phobschl,7,Public Health
RO3_phobschl_sfc,"Sales, Fees and Charges - Obesity - children",RO3,phobschl,7,Public Health
RO3_phobschl_oth_inc,Other income - Obesity - children,RO3,phobschl,7,Public Health
RO3_phobschl_tot_inc,Total income - Obesity - children,RO3,phobschl,7,Public Health
RO3_phobschl_net_cur_exp,NET current expenditure - Obesity - children,RO3,phobschl,7,Public Health
RO3_phphyadl_empl,Employees - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphyadl_run_exp,Running expenses - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphyadl_tot_exp,Total expenditure - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphyadl_sfc,"Sales, Fees and Charges - Physical activity - adults",RO3,phphyadl,7,Public Health
RO3_phphyadl_oth_inc,Other income - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphyadl_tot_inc,Total income - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphyadl_net_cur_exp,NET current expenditure - Physical activity - adults,RO3,phphyadl,7,Public Health
RO3_phphychl_empl,Employees - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phphychl_run_exp,Running expenses - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phphychl_tot_exp,Total expenditure - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phphychl_sfc,"Sales, Fees and Charges - Physical activity - children",RO3,phphychl,7,Public Health
RO3_phphychl_oth_inc,Other income - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phphychl_tot_inc,Total income - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phphychl_net_cur_exp,NET current expenditure - Physical activity - children,RO3,phphychl,7,Public Health
RO3_phsbstrtdrg_empl,Employees - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_run_exp,Running expenses - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_tot_exp,Total expenditure - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_sfc,"Sales, Fees and Charges - Substance misuse - Treatment for drug misuse in adults",RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_oth_inc,Other income - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_tot_inc,Total income - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtdrg_net_cur_exp,NET current expenditure - Substance misuse - Treatment for drug misuse in adults,RO3,phsbstrtdrg,7,Public Health
RO3_phsbstrtalc_empl,Employees - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_run_exp,Running expenses - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_tot_exp,Total expenditure - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_sfc,"Sales, Fees and Charges - Substance misuse - Treatment for alcohol misuse in adults",RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_oth_inc,Other income - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_tot_inc,Total income - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbstrtalc_net_cur_exp,NET current expenditure - Substance misuse - Treatment for alcohol misuse in adults,RO3,phsbstrtalc,7,Public Health
RO3_phsbsprvdrg_empl,Employees - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_run_exp,Running expenses - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_tot_exp,Total expenditure - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_sfc,"Sales, Fees and Charges - Substance misuse - Preventing and reducing harm from drug misuse in adults",RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_oth_inc,Other income - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_tot_inc,Total income - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvdrg_net_cur_exp,NET current expenditure - Substance misuse - Preventing and reducing harm from drug misuse in adults,RO3,phsbsprvdrg,7,Public Health
RO3_phsbsprvalc_empl,Employees - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_run_exp,Running expenses - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_tot_exp,Total expenditure - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_sfc,"Sales, Fees and Charges - Substance misuse - Preventing and reducing harm from alcohol misuse in adults",RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_oth_inc,Other income - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_tot_inc,Total income - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsprvalc_net_cur_exp,NET current expenditure - Substance misuse - Preventing and reducing harm from alcohol misuse in adults,RO3,phsbsprvalc,7,Public Health
RO3_phsbsspc_empl,Employees - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsbsspc_run_exp,Running expenses - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsbsspc_tot_exp,Total expenditure - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsbsspc_sfc,"Sales, Fees and Charges - Substance misuse - Specialist drug and alcohol misuse services for  children and young people",RO3,phsbsspc,7,Public Health
RO3_phsbsspc_oth_inc,Other income - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsbsspc_tot_inc,Total income - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsbsspc_net_cur_exp,NET current expenditure - Substance misuse - Specialist drug and alcohol misuse services for  children and young people,RO3,phsbsspc,7,Public Health
RO3_phsmkstp_empl,Employees - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
RO3_phsmkstp_run_exp,Running expenses - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
RO3_phsmkstp_tot_exp,Total expenditure - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
RO3_phsmkstp_sfc,"Sales, Fees and Charges - Smoking and tobacco - Stop smoking services and interventions",RO3,phsmkstp,7,Public Health
RO3_phsmkstp_oth_inc,Other income - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
RO3_phsmkstp_tot_inc,Total income - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
RO3_phsmkstp_net_cur_exp,NET current expenditure - Smoking and tobacco - Stop smoking services and interventions,RO3,phsmkstp,7,Public Health
